Restaurant B,Shared_Voter_Count,Votes,Rank,Category A,Restaurant A,Category B
Sumo San,7,55,8.0,Brunch,LUNCH.SUPPER!,Sushi
Sticky Rice,7,96,4.0,Brunch,LUNCH.SUPPER!,Sushi
Goatocado,19,182,1.0,Brunch,LUNCH.SUPPER!,Veg
Roots Natural Kitchen,19,119,3.0,Brunch,LUNCH.SUPPER!,Veg
821 Cafe,15,147,2.0,Brunch,LUNCH.SUPPER!,Veg
Soul N Vinegar,5,39,11.0,Brunch,LUNCH.SUPPER!,Veg
Harrison Street Cafe,5,64,5.0,Brunch,LUNCH.SUPPER!,Veg
Lemon Cuisine of India,22,183,1.0,Brunch,LUNCH.SUPPER!,Curry
Sabai,20,140,2.0,Brunch,LUNCH.SUPPER!,Curry
Mekong,15,128,3.0,Brunch,LUNCH.SUPPER!,Curry
Tulsi Indian Cuisine,13,121,4.0,Brunch,LUNCH.SUPPER!,Curry
Moms Siam,6,114,5.0,Brunch,LUNCH.SUPPER!,Curry
Mekong,29,210,2.0,Brunch,LUNCH.SUPPER!,Noodles
Pho Thein Phat / Pho So 1,15,125,3.0,Brunch,LUNCH.SUPPER!,Noodles
Pho Tay Do,12,248,1.0,Brunch,LUNCH.SUPPER!,Noodles
Moms Siam,8,83,5.0,Brunch,LUNCH.SUPPER!,Noodles
Vietnam 1,8,76,7.0,Brunch,LUNCH.SUPPER!,Noodles
City Dogs,28,294,1.0,Brunch,LUNCH.SUPPER!,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,10,77,4.0,Brunch,LUNCH.SUPPER!,Hot Dogs
Boulevard Burger and Brew,9,79,3.0,Brunch,LUNCH.SUPPER!,Hot Dogs
Joeys Hot Dogs,8,62,7.0,Brunch,LUNCH.SUPPER!,Hot Dogs
Horne Dogs,7,71,5.0,Brunch,LUNCH.SUPPER!,Hot Dogs
Fat Dragon,27,209,1.0,Brunch,LUNCH.SUPPER!,Fried Rice
Peter Chang Richmond,16,128,2.0,Brunch,LUNCH.SUPPER!,Fried Rice
Mekong,14,89,3.0,Brunch,LUNCH.SUPPER!,Fried Rice
Sabai,8,71,4.0,Brunch,LUNCH.SUPPER!,Fried Rice
Full Kee,5,44,7.0,Brunch,LUNCH.SUPPER!,Fried Rice
Joes Inn the Fan,15,128,3.0,Brunch,LUNCH.SUPPER!,Breakfast
Moore Street Cafe,14,171,1.0,Brunch,LUNCH.SUPPER!,Breakfast
Early Bird Biscuit,10,51,8.0,Brunch,LUNCH.SUPPER!,Breakfast
Millies Diner,9,77,5.0,Brunch,LUNCH.SUPPER!,Breakfast
Perlys,9,161,2.0,Brunch,LUNCH.SUPPER!,Breakfast
Union Market,13,135,2.0,Brunch,LUNCH.SUPPER!,Lunch
Kuba Kuba,11,135,2.0,Brunch,LUNCH.SUPPER!,Lunch
Joes Inn In The Fan,10,123,4.0,Brunch,LUNCH.SUPPER!,Lunch
Wongs Tacos,9,51,7.0,Brunch,LUNCH.SUPPER!,Lunch
The Savory Grain,8,20,18.0,Brunch,LUNCH.SUPPER!,Lunch
Stellas,19,124,3.0,Brunch,LUNCH.SUPPER!,Date Night
LOpossum,13,130,2.0,Brunch,LUNCH.SUPPER!,Date Night
Edos Squid,8,139,1.0,Brunch,LUNCH.SUPPER!,Date Night
Pinkys,6,42,8.0,Brunch,LUNCH.SUPPER!,Date Night
Red Salt Chophouse and Sushi,6,44,7.0,Brunch,LUNCH.SUPPER!,Date Night
Smashed RVA,19,190,1.0,Brunch,LUNCH.SUPPER!,Food Truck
River City Wood Fire,16,133,3.0,Brunch,LUNCH.SUPPER!,Food Truck
Boka Tako Truck,9,51,8.0,Brunch,LUNCH.SUPPER!,Food Truck
Intergalactic Tacos,9,95,4.0,Brunch,LUNCH.SUPPER!,Food Truck
Auntie Nings,9,84,5.0,Brunch,LUNCH.SUPPER!,Food Truck
Blanchards,19,146,1.0,Brunch,LUNCH.SUPPER!,Cafe
Lamplighter Coffee Roasters,10,109,2.0,Brunch,LUNCH.SUPPER!,Cafe
Roastology,8,50,8.0,Brunch,LUNCH.SUPPER!,Cafe
WHISK,7,40,13.0,Brunch,LUNCH.SUPPER!,Cafe
Sugar and Twine,7,76,4.0,Brunch,LUNCH.SUPPER!,Cafe
ZZQ,44,598,1.0,Brunch,SBs Main Street Love Shack,BBQ
The Smoky Mug,11,99,3.0,Brunch,SBs Main Street Love Shack,BBQ
Deep Run Roadhouse,9,81,5.0,Brunch,SBs Main Street Love Shack,BBQ
Redemption BBQ and Market,6,29,10.0,Brunch,SBs Main Street Love Shack,BBQ
Mission BBQ,5,69,6.0,Brunch,SBs Main Street Love Shack,BBQ
Zorch,20,229,1.0,Brunch,SBs Main Street Love Shack,Pizza
8 ½ in The Fan,9,118,4.0,Brunch,SBs Main Street Love Shack,Pizza
Belmont Pizza,9,120,3.0,Brunch,SBs Main Street Love Shack,Pizza
Hot For Pizza,8,95,5.0,Brunch,SBs Main Street Love Shack,Pizza
Mary Angelas,8,94,6.0,Brunch,SBs Main Street Love Shack,Pizza
Dont Look Back,20,129,3.0,Brunch,SBs Main Street Love Shack,Tacos
TBT El Gallo,15,166,2.0,Brunch,SBs Main Street Love Shack,Tacos
En Su Boca,9,111,4.0,Brunch,SBs Main Street Love Shack,Tacos
El Chido,8,98,5.0,Brunch,SBs Main Street Love Shack,Tacos
Cabo Fish Taco,8,184,1.0,Brunch,SBs Main Street Love Shack,Tacos
Cobra Burger,21,317,1.0,Brunch,SBs Main Street Love Shack,Burgers
Beauvine Burger Concept,18,180,2.0,Brunch,SBs Main Street Love Shack,Burgers
Eazzy Burger,8,91,6.0,Brunch,SBs Main Street Love Shack,Burgers
Cobra Cabana,7,110,4.0,Brunch,SBs Main Street Love Shack,Burgers
Boulevard Burger and Brew,7,110,4.0,Brunch,SBs Main Street Love Shack,Burgers
Garnetts,15,173,1.0,Brunch,SBs Main Street Love Shack,Sandwich
Chioccas,12,126,4.0,Brunch,SBs Main Street Love Shack,Sandwich
Stanleys,10,158,2.0,Brunch,SBs Main Street Love Shack,Sandwich
Fat Kid Sandwiches in Hatch Local,10,90,8.0,Brunch,SBs Main Street Love Shack,Sandwich
Union Market,10,108,7.0,Brunch,SBs Main Street Love Shack,Sandwich
Lucky AF,34,268,1.0,Brunch,SBs Main Street Love Shack,Sushi
Fighting Fish,11,126,3.0,Brunch,SBs Main Street Love Shack,Sushi
Akida,11,196,2.0,Brunch,SBs Main Street Love Shack,Sushi
Miyabi Sushi,9,68,6.0,Brunch,SBs Main Street Love Shack,Sushi
Sumo San,6,55,8.0,Brunch,SBs Main Street Love Shack,Sushi
Goatocado,19,182,1.0,Brunch,SBs Main Street Love Shack,Veg
821 Cafe,15,147,2.0,Brunch,SBs Main Street Love Shack,Veg
NuVegan Cafe,7,47,8.0,Brunch,SBs Main Street Love Shack,Veg
Nile Ethiopian,5,93,4.0,Brunch,SBs Main Street Love Shack,Veg
Roots Natural Kitchen,5,119,3.0,Brunch,SBs Main Street Love Shack,Veg
Sabai,19,140,2.0,Brunch,SBs Main Street Love Shack,Curry
Lemon Cuisine of India,14,183,1.0,Brunch,SBs Main Street Love Shack,Curry
Mekong,11,128,3.0,Brunch,SBs Main Street Love Shack,Curry
Moms Siam,10,114,5.0,Brunch,SBs Main Street Love Shack,Curry
Tulsi Indian Cuisine,8,121,4.0,Brunch,SBs Main Street Love Shack,Curry
Pho Tay Do,20,248,1.0,Brunch,SBs Main Street Love Shack,Noodles
Mekong,19,210,2.0,Brunch,SBs Main Street Love Shack,Noodles
Pho Thein Phat / Pho So 1,10,125,3.0,Brunch,SBs Main Street Love Shack,Noodles
Moms Siam,10,83,5.0,Brunch,SBs Main Street Love Shack,Noodles
Pho Luca,9,106,4.0,Brunch,SBs Main Street Love Shack,Noodles
City Dogs,20,294,1.0,Brunch,SBs Main Street Love Shack,Hot Dogs
Black Lodge,9,84,2.0,Brunch,SBs Main Street Love Shack,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,9,77,4.0,Brunch,SBs Main Street Love Shack,Hot Dogs
Ellies Hot Dogs and Ice Cream,8,69,6.0,Brunch,SBs Main Street Love Shack,Hot Dogs
Bamboo Cafe,6,43,12.0,Brunch,SBs Main Street Love Shack,Hot Dogs
Fat Dragon,22,209,1.0,Brunch,SBs Main Street Love Shack,Fried Rice
Mekong,10,89,3.0,Brunch,SBs Main Street Love Shack,Fried Rice
Moms Siam,5,50,5.0,Brunch,SBs Main Street Love Shack,Fried Rice
Thai Top Ten,5,35,8.0,Brunch,SBs Main Street Love Shack,Fried Rice
Sabai,4,71,4.0,Brunch,SBs Main Street Love Shack,Fried Rice
SBs Main Street Love Shack,44,107,4.0,Brunch,SBs Main Street Love Shack,Breakfast
Moore Street Cafe,14,171,1.0,Brunch,SBs Main Street Love Shack,Breakfast
Perlys,7,161,2.0,Brunch,SBs Main Street Love Shack,Breakfast
Early Bird Biscuit,6,51,8.0,Brunch,SBs Main Street Love Shack,Breakfast
Joes Inn the Fan,5,128,3.0,Brunch,SBs Main Street Love Shack,Breakfast
Garnetts,16,137,1.0,Brunch,SBs Main Street Love Shack,Lunch
Union Market,13,135,2.0,Brunch,SBs Main Street Love Shack,Lunch
Kuba Kuba,8,135,2.0,Brunch,SBs Main Street Love Shack,Lunch
Roots Natural Kitchen,7,37,14.0,Brunch,SBs Main Street Love Shack,Lunch
Joes Inn In The Fan,7,123,4.0,Brunch,SBs Main Street Love Shack,Lunch
Edos Squid,13,139,1.0,Brunch,SBs Main Street Love Shack,Date Night
Stellas,8,124,3.0,Brunch,SBs Main Street Love Shack,Date Night
LOpossum,7,130,2.0,Brunch,SBs Main Street Love Shack,Date Night
The Roosevelt,7,62,6.0,Brunch,SBs Main Street Love Shack,Date Night
Adarra,6,42,8.0,Brunch,SBs Main Street Love Shack,Date Night
Smashed RVA,14,190,1.0,Brunch,SBs Main Street Love Shack,Food Truck
River City Wood Fire,11,133,3.0,Brunch,SBs Main Street Love Shack,Food Truck
Intergalactic Tacos,8,95,4.0,Brunch,SBs Main Street Love Shack,Food Truck
Eat My Eggroll,8,42,11.0,Brunch,SBs Main Street Love Shack,Food Truck
Auntie Nings,6,84,5.0,Brunch,SBs Main Street Love Shack,Food Truck
Blanchards,12,146,1.0,Brunch,SBs Main Street Love Shack,Cafe
Lamplighter Coffee Roasters,8,109,2.0,Brunch,SBs Main Street Love Shack,Cafe
The Smoky Mug,8,75,5.0,Brunch,SBs Main Street Love Shack,Cafe
Sub Rosa,8,97,3.0,Brunch,SBs Main Street Love Shack,Cafe
Sugar and Twine,8,76,4.0,Brunch,SBs Main Street Love Shack,Cafe
ZZQ,36,598,1.0,Brunch,Millies Diner,BBQ
Alamo / Frontier by Alamo,5,88,4.0,Brunch,Millies Diner,BBQ
Buz and Neds Real Barbecue,5,59,7.0,Brunch,Millies Diner,BBQ
Deep Run Roadhouse,5,81,5.0,Brunch,Millies Diner,BBQ
Mission BBQ,5,69,6.0,Brunch,Millies Diner,BBQ
Mary Angelas,12,94,6.0,Brunch,Millies Diner,Pizza
Pizza Bones,10,124,2.0,Brunch,Millies Diner,Pizza
Zorch,10,229,1.0,Brunch,Millies Diner,Pizza
8 ½ in The Fan,9,118,4.0,Brunch,Millies Diner,Pizza
Triple Crossing Beer,5,28,15.0,Brunch,Millies Diner,Pizza
TBT El Gallo,8,166,2.0,Brunch,Millies Diner,Tacos
Dont Look Back,8,129,3.0,Brunch,Millies Diner,Tacos
Y Tu Mama,7,84,6.0,Brunch,Millies Diner,Tacos
En Su Boca,6,111,4.0,Brunch,Millies Diner,Tacos
Wong Gonzalez,5,67,7.0,Brunch,Millies Diner,Tacos
Cobra Burger,19,317,1.0,Brunch,Millies Diner,Burgers
Beauvine Burger Concept,11,180,2.0,Brunch,Millies Diner,Burgers
Burger Bach,9,68,7.0,Brunch,Millies Diner,Burgers
Cobra Cabana,7,110,4.0,Brunch,Millies Diner,Burgers
Boulevard Burger and Brew,6,110,4.0,Brunch,Millies Diner,Burgers
Stanleys,12,158,2.0,Brunch,Millies Diner,Sandwich
Chioccas,12,126,4.0,Brunch,Millies Diner,Sandwich
Garnetts,9,173,1.0,Brunch,Millies Diner,Sandwich
Perlys,8,115,6.0,Brunch,Millies Diner,Sandwich
Union Market,8,108,7.0,Brunch,Millies Diner,Sandwich
Akida,12,196,2.0,Brunch,Millies Diner,Sushi
Lucky AF,11,268,1.0,Brunch,Millies Diner,Sushi
Osaka Sushi and Steak,8,69,5.0,Brunch,Millies Diner,Sushi
Red Salt Chophouse and Sushi,7,45,9.0,Brunch,Millies Diner,Sushi
Fighting Fish,7,126,3.0,Brunch,Millies Diner,Sushi
Nile Ethiopian,16,93,4.0,Brunch,Millies Diner,Veg
Goatocado,11,182,1.0,Brunch,Millies Diner,Veg
Roots Natural Kitchen,7,119,3.0,Brunch,Millies Diner,Veg
Harrison Street Cafe,7,64,5.0,Brunch,Millies Diner,Veg
Addis Ethiopian,4,44,10.0,Brunch,Millies Diner,Veg
Sabai,13,140,2.0,Brunch,Millies Diner,Curry
Mekong,10,128,3.0,Brunch,Millies Diner,Curry
Moms Siam,9,114,5.0,Brunch,Millies Diner,Curry
Lemon Cuisine of India,8,183,1.0,Brunch,Millies Diner,Curry
Carytown Indian Cuisine,5,35,14.0,Brunch,Millies Diner,Curry
Mekong,18,210,2.0,Brunch,Millies Diner,Noodles
Pho Tay Do,17,248,1.0,Brunch,Millies Diner,Noodles
Grace Noodle,7,48,8.0,Brunch,Millies Diner,Noodles
Pho Luca,4,106,4.0,Brunch,Millies Diner,Noodles
Pho Thein Phat / Pho So 1,4,125,3.0,Brunch,Millies Diner,Noodles
City Dogs,21,294,1.0,Brunch,Millies Diner,Hot Dogs
Joeys Hot Dogs,7,62,7.0,Brunch,Millies Diner,Hot Dogs
Pops Dogs and Mas Burgers,5,46,10.0,Brunch,Millies Diner,Hot Dogs
The Doghouse,5,40,13.0,Brunch,Millies Diner,Hot Dogs
Ellies Hot Dogs and Ice Cream,4,69,6.0,Brunch,Millies Diner,Hot Dogs
Fat Dragon,14,209,1.0,Brunch,Millies Diner,Fried Rice
Mekong,9,89,3.0,Brunch,Millies Diner,Fried Rice
Peter Chang Richmond,8,128,2.0,Brunch,Millies Diner,Fried Rice
Elephant Thai,3,24,10.0,Brunch,Millies Diner,Fried Rice
Ginger Thai Taste,3,20,13.0,Brunch,Millies Diner,Fried Rice
Millies Diner,26,77,5.0,Brunch,Millies Diner,Breakfast
Moore Street Cafe,12,171,1.0,Brunch,Millies Diner,Breakfast
Joes Inn the Fan,6,128,3.0,Brunch,Millies Diner,Breakfast
SBs Main Street Love Shack,4,107,4.0,Brunch,Millies Diner,Breakfast
Perlys,4,161,2.0,Brunch,Millies Diner,Breakfast
Union Market,13,135,2.0,Brunch,Millies Diner,Lunch
Kuba Kuba,8,135,2.0,Brunch,Millies Diner,Lunch
Joes Inn In The Fan,8,123,4.0,Brunch,Millies Diner,Lunch
Cobra Cabana,7,61,6.0,Brunch,Millies Diner,Lunch
Village Cafe,7,45,10.0,Brunch,Millies Diner,Lunch
Stellas,10,124,3.0,Brunch,Millies Diner,Date Night
LOpossum,10,130,2.0,Brunch,Millies Diner,Date Night
Alewife,8,75,5.0,Brunch,Millies Diner,Date Night
The Roosevelt,8,62,6.0,Brunch,Millies Diner,Date Night
Grisette,5,80,4.0,Brunch,Millies Diner,Date Night
Intergalactic Tacos,9,95,4.0,Brunch,Millies Diner,Food Truck
Goatocado,8,54,6.0,Brunch,Millies Diner,Food Truck
River City Wood Fire,6,133,3.0,Brunch,Millies Diner,Food Truck
Boka Tako Truck,5,51,8.0,Brunch,Millies Diner,Food Truck
Sammich,4,44,10.0,Brunch,Millies Diner,Food Truck
Lamplighter Coffee Roasters,10,109,2.0,Brunch,Millies Diner,Cafe
Riverbend Roastery,7,49,9.0,Brunch,Millies Diner,Cafe
Blanchards,7,146,1.0,Brunch,Millies Diner,Cafe
Sub Rosa,6,97,3.0,Brunch,Millies Diner,Cafe
Perk! Coffee,5,46,11.0,Brunch,Millies Diner,Cafe
ZZQ,47,598,1.0,Brunch,Moore Street Cafe,BBQ
The Smoky Mug,11,99,3.0,Brunch,Moore Street Cafe,BBQ
Alamo / Frontier by Alamo,4,88,4.0,Brunch,Moore Street Cafe,BBQ
Redemption BBQ and Market,2,29,10.0,Brunch,Moore Street Cafe,BBQ
Smohk RVA BBQ,2,133,2.0,Brunch,Moore Street Cafe,BBQ
Zorch,17,229,1.0,Brunch,Moore Street Cafe,Pizza
Belmont Pizza,7,120,3.0,Brunch,Moore Street Cafe,Pizza
8 ½ in The Fan,7,118,4.0,Brunch,Moore Street Cafe,Pizza
PBR,6,75,7.0,Brunch,Moore Street Cafe,Pizza
Hot For Pizza,5,95,5.0,Brunch,Moore Street Cafe,Pizza
El Chido,11,98,5.0,Brunch,Moore Street Cafe,Tacos
Dont Look Back,8,129,3.0,Brunch,Moore Street Cafe,Tacos
Cabo Fish Taco,8,184,1.0,Brunch,Moore Street Cafe,Tacos
TBT El Gallo,8,166,2.0,Brunch,Moore Street Cafe,Tacos
En Su Boca,6,111,4.0,Brunch,Moore Street Cafe,Tacos
Cobra Burger,20,317,1.0,Brunch,Moore Street Cafe,Burgers
Smashed RVA,10,154,3.0,Brunch,Moore Street Cafe,Burgers
Beauvine Burger Concept,9,180,2.0,Brunch,Moore Street Cafe,Burgers
Eazzy Burger,7,91,6.0,Brunch,Moore Street Cafe,Burgers
Boulevard Burger and Brew,7,110,4.0,Brunch,Moore Street Cafe,Burgers
Stanleys,14,158,2.0,Brunch,Moore Street Cafe,Sandwich
Coppolas Deli,10,132,3.0,Brunch,Moore Street Cafe,Sandwich
Garnetts,9,173,1.0,Brunch,Moore Street Cafe,Sandwich
Secret Sandwich Society,9,120,5.0,Brunch,Moore Street Cafe,Sandwich
Chioccas,8,126,4.0,Brunch,Moore Street Cafe,Sandwich
Lucky AF,19,268,1.0,Brunch,Moore Street Cafe,Sushi
Akida,10,196,2.0,Brunch,Moore Street Cafe,Sushi
Fighting Fish,7,126,3.0,Brunch,Moore Street Cafe,Sushi
Sticky Rice,6,96,4.0,Brunch,Moore Street Cafe,Sushi
Osaka Sushi and Steak,6,69,5.0,Brunch,Moore Street Cafe,Sushi
Roots Natural Kitchen,11,119,3.0,Brunch,Moore Street Cafe,Veg
821 Cafe,11,147,2.0,Brunch,Moore Street Cafe,Veg
Goatocado,10,182,1.0,Brunch,Moore Street Cafe,Veg
Nile Ethiopian,6,93,4.0,Brunch,Moore Street Cafe,Veg
Fresca on Addison,3,49,7.0,Brunch,Moore Street Cafe,Veg
Mekong,10,128,3.0,Brunch,Moore Street Cafe,Curry
Moms Siam,9,114,5.0,Brunch,Moore Street Cafe,Curry
Tulsi Indian Cuisine,8,121,4.0,Brunch,Moore Street Cafe,Curry
Sabai,8,140,2.0,Brunch,Moore Street Cafe,Curry
Lemon Cuisine of India,8,183,1.0,Brunch,Moore Street Cafe,Curry
Pho Tay Do,13,248,1.0,Brunch,Moore Street Cafe,Noodles
Mekong,10,210,2.0,Brunch,Moore Street Cafe,Noodles
Moms Siam,8,83,5.0,Brunch,Moore Street Cafe,Noodles
Pho Luca,8,106,4.0,Brunch,Moore Street Cafe,Noodles
Pho Thein Phat / Pho So 1,7,125,3.0,Brunch,Moore Street Cafe,Noodles
City Dogs,19,294,1.0,Brunch,Moore Street Cafe,Hot Dogs
Boulevard Burger and Brew,8,79,3.0,Brunch,Moore Street Cafe,Hot Dogs
Black Lodge,8,84,2.0,Brunch,Moore Street Cafe,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,7,77,4.0,Brunch,Moore Street Cafe,Hot Dogs
Horne Dogs,6,71,5.0,Brunch,Moore Street Cafe,Hot Dogs
Fat Dragon,19,209,1.0,Brunch,Moore Street Cafe,Fried Rice
Mekong,8,89,3.0,Brunch,Moore Street Cafe,Fried Rice
Peter Chang Richmond,7,128,2.0,Brunch,Moore Street Cafe,Fried Rice
Sabai,5,71,4.0,Brunch,Moore Street Cafe,Fried Rice
Lucky AF,5,49,6.0,Brunch,Moore Street Cafe,Fried Rice
Moore Street Cafe,46,171,1.0,Brunch,Moore Street Cafe,Breakfast
City Diner,5,48,9.0,Brunch,Moore Street Cafe,Breakfast
Nates Bagels,3,67,6.0,Brunch,Moore Street Cafe,Breakfast
McLeans,3,31,17.0,Brunch,Moore Street Cafe,Breakfast
Joes Inn the Fan,3,128,3.0,Brunch,Moore Street Cafe,Breakfast
Garnetts,11,137,1.0,Brunch,Moore Street Cafe,Lunch
Joes Inn In The Fan,10,123,4.0,Brunch,Moore Street Cafe,Lunch
Kuba Kuba,7,135,2.0,Brunch,Moore Street Cafe,Lunch
Union Market,7,135,2.0,Brunch,Moore Street Cafe,Lunch
Coppolas Deli,5,83,5.0,Brunch,Moore Street Cafe,Lunch
LOpossum,9,130,2.0,Brunch,Moore Street Cafe,Date Night
Edos Squid,7,139,1.0,Brunch,Moore Street Cafe,Date Night
Stellas,7,124,3.0,Brunch,Moore Street Cafe,Date Night
Grisette,6,80,4.0,Brunch,Moore Street Cafe,Date Night
Bookbinders,5,31,14.0,Brunch,Moore Street Cafe,Date Night
Smashed RVA,6,190,1.0,Brunch,Moore Street Cafe,Food Truck
Boka Tako Truck,6,51,8.0,Brunch,Moore Street Cafe,Food Truck
River City Wood Fire,5,133,3.0,Brunch,Moore Street Cafe,Food Truck
Cluck N Roll,5,40,12.0,Brunch,Moore Street Cafe,Food Truck
Carytown Burgers,5,39,13.0,Brunch,Moore Street Cafe,Food Truck
Blanchards,10,146,1.0,Brunch,Moore Street Cafe,Cafe
The Smoky Mug,8,75,5.0,Brunch,Moore Street Cafe,Cafe
Lamplighter Coffee Roasters,8,109,2.0,Brunch,Moore Street Cafe,Cafe
Sugar and Twine,7,76,4.0,Brunch,Moore Street Cafe,Cafe
Sub Rosa,5,97,3.0,Brunch,Moore Street Cafe,Cafe
ZZQ,79,598,1.0,Food Truck,Smashed RVA,BBQ
Alamo / Frontier by Alamo,10,88,4.0,Food Truck,Smashed RVA,BBQ
The Smoky Mug,9,99,3.0,Food Truck,Smashed RVA,BBQ
Smohk RVA BBQ,8,133,2.0,Food Truck,Smashed RVA,BBQ
Deep Run Roadhouse,8,81,5.0,Food Truck,Smashed RVA,BBQ
Zorch,32,229,1.0,Food Truck,Smashed RVA,Pizza
Belmont Pizza,17,120,3.0,Food Truck,Smashed RVA,Pizza
8 ½ in The Fan,14,118,4.0,Food Truck,Smashed RVA,Pizza
Pizza Bones,13,124,2.0,Food Truck,Smashed RVA,Pizza
Christians Pizza,9,33,14.0,Food Truck,Smashed RVA,Pizza
TBT El Gallo,25,166,2.0,Food Truck,Smashed RVA,Tacos
En Su Boca,13,111,4.0,Food Truck,Smashed RVA,Tacos
Y Tu Mama,12,84,6.0,Food Truck,Smashed RVA,Tacos
Dont Look Back,12,129,3.0,Food Truck,Smashed RVA,Tacos
Cabo Fish Taco,10,184,1.0,Food Truck,Smashed RVA,Tacos
Smashed RVA,69,154,3.0,Food Truck,Smashed RVA,Burgers
Cobra Burger,30,317,1.0,Food Truck,Smashed RVA,Burgers
Beauvine Burger Concept,17,180,2.0,Food Truck,Smashed RVA,Burgers
Boulevard Burger and Brew,11,110,4.0,Food Truck,Smashed RVA,Burgers
Cobra Cabana,10,110,4.0,Food Truck,Smashed RVA,Burgers
Fat Kid Sandwiches in Hatch Local,24,90,8.0,Food Truck,Smashed RVA,Sandwich
Garnetts,20,173,1.0,Food Truck,Smashed RVA,Sandwich
Union Market,15,108,7.0,Food Truck,Smashed RVA,Sandwich
Chioccas,14,126,4.0,Food Truck,Smashed RVA,Sandwich
Secret Sandwich Society,13,120,5.0,Food Truck,Smashed RVA,Sandwich
Lucky AF,38,268,1.0,Food Truck,Smashed RVA,Sushi
Akida,28,196,2.0,Food Truck,Smashed RVA,Sushi
Fighting Fish,12,126,3.0,Food Truck,Smashed RVA,Sushi
LEVEL,11,66,7.0,Food Truck,Smashed RVA,Sushi
Sticky Rice,11,96,4.0,Food Truck,Smashed RVA,Sushi
Goatocado,31,182,1.0,Food Truck,Smashed RVA,Veg
Roots Natural Kitchen,21,119,3.0,Food Truck,Smashed RVA,Veg
821 Cafe,17,147,2.0,Food Truck,Smashed RVA,Veg
Nile Ethiopian,9,93,4.0,Food Truck,Smashed RVA,Veg
Soul N Vinegar,6,39,11.0,Food Truck,Smashed RVA,Veg
Sabai,24,140,2.0,Food Truck,Smashed RVA,Curry
Lemon Cuisine of India,18,183,1.0,Food Truck,Smashed RVA,Curry
Tulsi Indian Cuisine,14,121,4.0,Food Truck,Smashed RVA,Curry
The Patio Thai,10,62,6.0,Food Truck,Smashed RVA,Curry
Moms Siam,10,114,5.0,Food Truck,Smashed RVA,Curry
Pho Tay Do,33,248,1.0,Food Truck,Smashed RVA,Noodles
Mekong,18,210,2.0,Food Truck,Smashed RVA,Noodles
Pho Luca,11,106,4.0,Food Truck,Smashed RVA,Noodles
Moms Siam,11,83,5.0,Food Truck,Smashed RVA,Noodles
gpoll498db1655,10,29,10.0,Food Truck,Smashed RVA,Noodles
City Dogs,36,294,1.0,Food Truck,Smashed RVA,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,19,77,4.0,Food Truck,Smashed RVA,Hot Dogs
Horne Dogs,12,71,5.0,Food Truck,Smashed RVA,Hot Dogs
Carytown Burgers and Fries,9,44,11.0,Food Truck,Smashed RVA,Hot Dogs
Pops Dogs and Mas Burgers,9,46,10.0,Food Truck,Smashed RVA,Hot Dogs
Fat Dragon,25,209,1.0,Food Truck,Smashed RVA,Fried Rice
Peter Chang Richmond,13,128,2.0,Food Truck,Smashed RVA,Fried Rice
Sabai,10,71,4.0,Food Truck,Smashed RVA,Fried Rice
Lucky AF,7,49,6.0,Food Truck,Smashed RVA,Fried Rice
Mekong,6,89,3.0,Food Truck,Smashed RVA,Fried Rice
Joes Inn the Fan,24,128,3.0,Food Truck,Smashed RVA,Breakfast
SBs Main Street Love Shack,17,107,4.0,Food Truck,Smashed RVA,Breakfast
Perlys,15,161,2.0,Food Truck,Smashed RVA,Breakfast
Moore Street Cafe,15,171,1.0,Food Truck,Smashed RVA,Breakfast
Lulus,8,37,15.0,Food Truck,Smashed RVA,Breakfast
Kuba Kuba,17,135,2.0,Food Truck,Smashed RVA,Lunch
Union Market,13,135,2.0,Food Truck,Smashed RVA,Lunch
Garnetts,12,137,1.0,Food Truck,Smashed RVA,Lunch
The Pit and the Peel,9,30,15.0,Food Truck,Smashed RVA,Lunch
Joes Inn In The Fan,9,123,4.0,Food Truck,Smashed RVA,Lunch
Stellas,15,124,3.0,Food Truck,Smashed RVA,Date Night
Grisette,14,80,4.0,Food Truck,Smashed RVA,Date Night
Edos Squid,14,139,1.0,Food Truck,Smashed RVA,Date Night
LOpossum,11,130,2.0,Food Truck,Smashed RVA,Date Night
The Roosevelt,8,62,6.0,Food Truck,Smashed RVA,Date Night
LUNCH.SUPPER!,19,131,2.0,Food Truck,Smashed RVA,Brunch
SBs Main Street Love Shack,14,107,3.0,Food Truck,Smashed RVA,Brunch
Helens,12,65,7.0,Food Truck,Smashed RVA,Brunch
Can Can,11,62,8.0,Food Truck,Smashed RVA,Brunch
Lulus,10,58,9.0,Food Truck,Smashed RVA,Brunch
Blanchards,25,146,1.0,Food Truck,Smashed RVA,Cafe
Lamplighter Coffee Roasters,19,109,2.0,Food Truck,Smashed RVA,Cafe
Sub Rosa,15,97,3.0,Food Truck,Smashed RVA,Cafe
Roastology,9,50,8.0,Food Truck,Smashed RVA,Cafe
Sugar and Twine,9,76,4.0,Food Truck,Smashed RVA,Cafe
ZZQ,40,598,1.0,Food Truck,1115 (Eleven Fifteen),BBQ
